产品参考编码,产品/名称,产品/SKU 优先级,计量单位,包装数量,位置,位置/位置名称,可用数量,预留数量,数量,库位类型,长（cm),宽(cm),高(cm),状态,仓库,货架,位置.1,层数
73.02.3348,餐椅,I,Piece,2.0,WH/STOCK/AE-05,AE-05,10.0,0.0,10.0,,,,,,,,,
73.02.4718,餐椅,I,Piece,4.0,WH/STOCK/A107200T,A107200T,12.0,0.0,12.0,,,,,,,,,
43.17.AVIS01, VISAGRO 灰色玻璃胶 Acético Transparente 280ml Soudal. 103183,other,件,1.0,WH/PICK/C192610,C192610,168.0,0.0,168.0,,,,,,,,,
43.17.AVIS02, VISAGRO 灰色玻璃胶 Acético Branco 280ml Soudal. 103184,other,件,1.0,WH/PICK/C233010,C233010,168.0,0.0,168.0,,,,,,,,,
43.17.AVIS04,  VISAGRO 丙烯酸密封胶 Fendas Branco 290ml Soudal. 115790,other,件,1.0,WH/PICK/C192610,C192610,24.0,0.0,24.0,,,,,,,,,
43.17.AVIS05,  VISAGRO  白色玻璃胶  PU 40FC Branco 290ml. 115793,other,件,1.0,WH/PICK/C192610,C192610,24.0,0.0,24.0,,,,,,,,,
73.02.4718,餐椅,I,Piece,4.0,WH/STOCK/A107200T,A107200T,12.0,0.0,12.0,,,,,,,,,
73.02.4718,餐椅,I,Piece,4.0,WH/STOCK/A107200T,A107200T,16.0,0.0,16.0,,,,,,,,,
73.02.4718,餐椅,I,Piece,4.0,WH/STOCK/A107200T,A107200T,12.0,0.0,12.0,,,,,,,,,
73.02.4718,餐椅,I,Piece,4.0,WH/STOCK/A107200T,A107200T,12.0,0.0,12.0,,,,,,,,,
73.02.4718,餐椅,I,Piece,4.0,WH/STOCK/A107200T,A107200T,12.0,0.0,12.0,,,,,,,,,
73.02.4718,餐椅,I,Piece,4.0,WH/STOCK/A107200T,A107200T,12.0,0.0,12.0,,,,,,,,,
73.02.4718,餐椅,I,Piece,4.0,WH/STOCK/A107200T,A107200T,12.0,0.0,12.0,,,,,,,,,
73.02.5058,餐椅,I,Piece,4.0,WH/STOCK/A107200T,A107200T,16.0,0.0,16.0,,,,,,,,,
73.02.5058,餐椅,I,Piece,4.0,WH/STOCK/A107200T,A107200T,12.0,0.0,12.0,,,,,,,,,
73.02.5058,餐椅,I,Piece,4.0,WH/STOCK/A107200T,A107200T,12.0,0.0,12.0,,,,,,,,,
73.02.5058,餐椅,I,Piece,4.0,WH/STOCK/A107200T,A107200T,12.0,0.0,12.0,,,,,,,,,
75.04.4331,办公椅,II,Piece,3.0,WH/STOCK/E193200T,E193200T,7.0,0.0,7.0,,,,,,,,,
75.04.4331,办公椅,II,Piece,3.0,WH/STOCK/E193200T,E193200T,6.0,0.0,6.0,,,,,,,,,
75.04.4331,办公椅,II,Piece,3.0,WH/STOCK/E193200T,E193200T,18.0,0.0,18.0,,,,,,,,,
75.04.4331,办公椅,II,Piece,3.0,WH/STOCK/E193200T,E193200T,18.0,0.0,18.0,,,,,,,,,
75.04.4331,办公椅,II,Piece,3.0,WH/STOCK/E193200T,E193200T,18.0,0.0,18.0,,,,,,,,,
75.04.4331,办公椅,II,Piece,3.0,WH/STOCK/E193200T,E193200T,18.0,0.0,18.0,,,,,,,,,
75.04.4331,办公椅,II,Piece,3.0,WH/STOCK/E193200T,E193200T,18.0,0.0,18.0,,,,,,,,,
75.05.5481,会议椅,I,Piece,3.0,WH/STOCK/E033400T,E033400T,168.0,0.0,168.0,,,,,,,,,
75.04.4881,办公椅,III,Piece,2.0,WH/STOCK/E023200T,E023200T,0.0,4.0,4.0,,,,,,,,,
75.04.4881,办公椅,III,Piece,2.0,WH/STOCK/E023200T,E023200T,12.0,0.0,12.0,,,,,,,,,
75.04.4881,办公椅,III,Piece,2.0,WH/STOCK/E023200T,E023200T,12.0,0.0,12.0,,,,,,,,,
75.04.4881,办公椅,III,Piece,2.0,WH/STOCK/E023200T,E023200T,12.0,0.0,12.0,,,,,,,,,
75.04.5602,办公椅,IV,Piece,2.0,WH/STOCK/E083400T,E083400T,12.0,0.0,12.0,,,,,,,,,
75.04.5602,办公椅,IV,Piece,2.0,WH/STOCK/E083400T,E083400T,12.0,0.0,12.0,,,,,,,,,
75.04.5602,办公椅,IV,Piece,2.0,WH/STOCK/E083400T,E083400T,12.0,0.0,12.0,,,,,,,,,
75.04.5602,办公椅,IV,Piece,2.0,WH/STOCK/E083400T,E083400T,12.0,0.0,12.0,,,,,,,,,
75.04.4243,办公椅,I,Piece,3.0,WH/STOCK/E043400T,E043400T,17.0,0.0,17.0,,,,,,,,,
75.04.4243,办公椅,I,Piece,3.0,WH/STOCK/E043400T,E043400T,9.0,0.0,9.0,,,,,,,,,
75.04.3999,办公椅,I,Piece,1.0,WH/STOCK/B014100T,B014100T,6.0,0.0,6.0,,,,,,,,,
75.04.3999,办公椅,I,Piece,1.0,WH/STOCK/B014100T,B014100T,1.0,0.0,1.0,,,,,,,,,
75.04.3999,办公椅,I,Piece,1.0,WH/STOCK/B014100T,B014100T,10.0,0.0,10.0,,,,,,,,,
75.04.3999,办公椅,I,Piece,1.0,WH/STOCK/B014100T,B014100T,10.0,0.0,10.0,,,,,,,,,
75.04.3999,办公椅,I,Piece,1.0,WH/STOCK/B014100T,B014100T,10.0,0.0,10.0,,,,,,,,,
75.04.3999,办公椅,I,Piece,1.0,WH/STOCK/B014100T,B014100T,10.0,0.0,10.0,,,,,,,,,
75.04.3999,办公椅,I,Piece,1.0,WH/STOCK/B014100T,B014100T,10.0,0.0,10.0,,,,,,,,,
75.04.3999,办公椅,I,Piece,1.0,WH/STOCK/B014100T,B014100T,1.0,0.0,1.0,,,,,,,,,
75.04.3999,办公椅,I,Piece,1.0,WH/STOCK/B014100T,B014100T,28.0,0.0,28.0,,,,,,,,,
75.04.4244,办公椅,I,Piece,2.0,WH/STOCK/E193200T,E193200T,221.0,0.0,221.0,,,,,,,,,
75.04.4244,办公椅,I,Piece,2.0,WH/STOCK/E193200T,E193200T,16.0,0.0,16.0,,,,,,,,,
75.04.4244,办公椅,I,Piece,2.0,WH/STOCK/E193200T,E193200T,16.0,0.0,16.0,,,,,,,,,
75.04.4244,办公椅,I,Piece,2.0,WH/STOCK/E193200T,E193200T,16.0,0.0,16.0,,,,,,,,,
75.04.4244,办公椅,I,Piece,2.0,WH/STOCK/E193200T,E193200T,8.0,0.0,8.0,,,,,,,,,
75.04.3998,办公椅,I,Piece,1.0,WH/STOCK/B014100T,B014100T,8.0,0.0,8.0,,,,,,,,,
75.04.3998,办公椅,I,Piece,1.0,WH/STOCK/B014100T,B014100T,10.0,0.0,10.0,,,,,,,,,
75.04.3998,办公椅,I,Piece,1.0,WH/STOCK/B014100T,B014100T,10.0,0.0,10.0,,,,,,,,,
75.04.3998,办公椅,I,Piece,1.0,WH/STOCK/B014100T,B014100T,10.0,0.0,10.0,,,,,,,,,
75.04.3998,办公椅,I,Piece,1.0,WH/STOCK/B014100T,B014100T,10.0,0.0,10.0,,,,,,,,,
75.04.3998,办公椅,I,Piece,1.0,WH/STOCK/B014100T,B014100T,10.0,0.0,10.0,,,,,,,,,
75.04.4835,办公椅,II,Piece,1.0,WH/STOCK/E193200T,E193200T,2.0,0.0,2.0,,,,,,,,,
75.04.4835,办公椅,II,Piece,1.0,WH/STOCK/E193200T,E193200T,8.0,0.0,8.0,,,,,,,,,
75.04.4835,办公椅,II,Piece,1.0,WH/STOCK/E193200T,E193200T,8.0,0.0,8.0,,,,,,,,,
75.04.4835,办公椅,II,Piece,1.0,WH/STOCK/E193200T,E193200T,8.0,0.0,8.0,,,,,,,,,
75.04.4835,办公椅,II,Piece,1.0,WH/STOCK/E193200T,E193200T,8.0,0.0,8.0,,,,,,,,,
75.04.4835,办公椅,II,Piece,1.0,WH/STOCK/E193200T,E193200T,8.0,0.0,8.0,,,,,,,,,
75.04.4835,办公椅,II,Piece,1.0,WH/STOCK/E193200T,E193200T,8.0,0.0,8.0,,,,,,,,,
75.04.4835,办公椅,II,Piece,1.0,WH/STOCK/E193200T,E193200T,8.0,0.0,8.0,,,,,,,,,
75.04.4835,办公椅,II,Piece,1.0,WH/STOCK/E193200T,E193200T,8.0,0.0,8.0,,,,,,,,,
75.04.4835,办公椅,II,Piece,1.0,WH/STOCK/E193200T,E193200T,8.0,0.0,8.0,,,,,,,,,
75.04.4835,办公椅,II,Piece,1.0,WH/STOCK/E193200T,E193200T,8.0,0.0,8.0,,,,,,,,,
75.04.4835,办公椅,II,Piece,1.0,WH/STOCK/E193200T,E193200T,8.0,0.0,8.0,,,,,,,,,
72.23.5626-2/3,床1.6M,IV,Piece,1.0,WH/PICK/C031310,C031310,10.0,0.0,10.0,,,,,,,,,
73.01.5558-2/2,餐桌1.8M,IV,Piece,1.0,WH/PICK/C031010,C031010,2.0,0.0,2.0,,,,,,,,,
73.02.MMO03,餐椅,IV,Piece,2.0,WH/STOCK/C243930,C243930,42.0,0.0,42.0,,,,,,,,,
73.06.MMO07-2/2,Bar Stool,IV,Piece,2.0,WH/STOCK/D181320,D181320,16.0,0.0,16.0,,,,,,,,,
73.06.MMO07-1/2,Bar Stool,IV,Piece,2.0,WH/STOCK/D181320,D181320,16.0,0.0,16.0,,,,,,,,,
73.02.MMO03,餐椅,IV,Piece,2.0,WH/STOCK/D150620,D150620,38.0,0.0,38.0,,,,,,,,,
73.06.MMO07-1/2,Bar Stool,IV,Piece,2.0,WH/STOCK/D152020,D152020,8.0,0.0,8.0,,,,,,,,,
73.06.MMO07-2/2,Bar Stool,IV,Piece,2.0,WH/STOCK/D152020,D152020,8.0,0.0,8.0,,,,,,,,,
73.02.MMO03,餐椅,IV,Piece,2.0,WH/STOCK/D141020,D141020,42.0,0.0,42.0,,,,,,,,,
73.02.MMO03,餐椅,IV,Piece,2.0,WH/STOCK/D190130,D190130,42.0,0.0,42.0,,,,,,,,,
73.06.MMO06-2/2,Bar Table,IV,Piece,2.0,WH/STOCK/E242020,E242020,4.0,0.0,4.0,,,,,,,,,
73.01.MMO02,餐桌1.6M及以下,IV,Piece,1.0,WH/STOCK/E241730,E241730,5.0,2.0,7.0,,,,,,,,,
73.01.MMO01,餐桌1.6M及以下,IV,Piece,1.0,WH/STOCK/E241830,E241830,9.0,0.0,9.0,,,,,,,,,
73.01.MMO01,餐桌1.6M及以下,IV,Piece,1.0,WH/STOCK/E221440,E221440,10.0,0.0,10.0,,,,,,,,,
73.01.MMO01,餐桌1.6M及以下,IV,Piece,1.0,WH/STOCK/E221520,E221520,10.0,0.0,10.0,,,,,,,,,
73.01.MMO02,餐桌1.6M及以下,IV,Piece,1.0,WH/STOCK/B044820,B044820,10.0,0.0,10.0,,,,,,,,,
73.01.MMO02,餐桌1.6M及以下,IV,Piece,1.0,WH/STOCK/B055920,B055920,10.0,0.0,10.0,,,,,,,,,
73.02.MMO04,餐椅,IV,Piece,1.0,WH/STOCK/B044620,B044620,24.0,0.0,24.0,,,,,,,,,
73.01.MMO02,餐桌1.6M及以下,IV,Piece,1.0,WH/STOCK/B055020,B055020,10.0,0.0,10.0,,,,,,,,,
73.01.MMO01,餐桌1.6M及以下,IV,Piece,1.0,WH/STOCK/E221930,E221930,10.0,0.0,10.0,,,,,,,,,
73.06.MMO07-2/2,Bar Stool,IV,Piece,2.0,WH/STOCK/E221920,E221920,16.0,0.0,16.0,,,,,,,,,
73.06.MMO07-1/2,Bar Stool,IV,Piece,2.0,WH/STOCK/E221920,E221920,16.0,0.0,16.0,,,,,,,,,
73.06.MMO07-2/2,Bar Stool,IV,Piece,2.0,WH/STOCK/E161120,E161120,16.0,0.0,16.0,,,,,,,,,
73.06.MMO07-1/2,Bar Stool,IV,Piece,2.0,WH/STOCK/E161120,E161120,16.0,0.0,16.0,,,,,,,,,
76.04.5817,躺床,,Piece,20.0,WH/PICK/E020100,E020100,19.0,0.0,19.0,,,,,,,,,
73.06.MMO07-2/2,Bar Stool,IV,Piece,2.0,WH/STOCK/E151320,E151320,16.0,0.0,16.0,,,,,,,,,
73.06.MMO07-1/2,Bar Stool,IV,Piece,2.0,WH/STOCK/E151320,E151320,16.0,0.0,16.0,,,,,,,,,
73.06.MMO07-2/2,Bar Stool,IV,Piece,2.0,WH/STOCK/E230440,E230440,16.0,0.0,16.0,,,,,,,,,
73.06.MMO07-1/2,Bar Stool,IV,Piece,2.0,WH/STOCK/E230440,E230440,16.0,0.0,16.0,,,,,,,,,
75.05.5481,会议椅,I,Piece,3.0,WH/STOCK/E033400T,E033400T,18.0,0.0,18.0,,,,,,,,,
75.05.5481,会议椅,I,Piece,3.0,WH/STOCK/E033400T,E033400T,18.0,0.0,18.0,,,,,,,,,
75.05.5481,会议椅,I,Piece,3.0,WH/STOCK/E033400T,E033400T,18.0,0.0,18.0,,,,,,,,,
75.11.4215-2/2,Negotiation Table,III,Piece,1.0,WH/PICK/B192910,B192910,1.0,0.0,1.0,,,,,,,,,
71.07.2451-2/3,Rectangular Coffee Table,III,Piece,1.0,WH/PICK/B183210,B183210,1.0,0.0,1.0,,,,,,,,,
42.02.4017,KERALA室内地砖,IV,箱,1.0,WH/STOCK/A105600,A105600,13.0,0.0,13.0,,,,,,,,,
71.06.AMF001-150-1/4,MF 沙发001 6169-05 右位,other,件,0.0,WH/STOCK/A075200,A075200,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-150-2/4,MF 沙发001 6169-05 右位,other,件,0.0,WH/STOCK/A075200,A075200,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-150-3/4,MF 沙发001 6169-05 右位,other,件,0.0,WH/STOCK/A074300,A074300,3.0,0.0,3.0,,,,,,,,,
71.06.AMF001-150-4/4,MF 沙发001 6169-05 右位,other,件,0.0,WH/STOCK/A075200,A075200,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-150-1/4,MF 沙发001 6169-05 右位,other,件,0.0,WH/STOCK/A075400,A075400,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-150-2/4,MF 沙发001 6169-05 右位,other,件,0.0,WH/STOCK/A075400,A075400,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-150-4/4,MF 沙发001 6169-05 右位,other,件,0.0,WH/STOCK/A075400,A075400,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-150-1/4,MF 沙发001 6169-05 右位,other,件,0.0,WH/STOCK/A076000,A076000,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-150-2/4,MF 沙发001 6169-05 右位,other,件,0.0,WH/STOCK/A076000,A076000,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-150-4/4,MF 沙发001 6169-05 右位,other,件,0.0,WH/STOCK/A076000,A076000,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-150-1/4,MF 沙发001 6169-05 右位,other,件,0.0,WH/STOCK/A023600,A023600,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-150-2/4,MF 沙发001 6169-05 右位,other,件,0.0,WH/STOCK/A023600,A023600,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-150-3/4,MF 沙发001 6169-05 右位,other,件,0.0,WH/STOCK/A050430,A050430,2.0,0.0,2.0,,,,,,,,,
71.06.AMF001-150-4/4,MF 沙发001 6169-05 右位,other,件,0.0,WH/STOCK/A023600,A023600,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-150-1/4,MF 沙发001 6169-05 右位,other,件,0.0,WH/STOCK/A021500,A021500,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-150-2/4,MF 沙发001 6169-05 右位,other,件,0.0,WH/STOCK/A021500,A021500,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-150-4/4,MF 沙发001 6169-05 右位,other,件,0.0,WH/STOCK/A021500,A021500,1.0,0.0,1.0,,,,,,,,,
71.06.AMF037B-17,MF 沙发037B 2218-12 三人位,other,Piece,1.0,WH/STOCK/A062220,A062220,1.0,0.0,1.0,,,,,,,,,
71.06.AMF037B-17,MF 沙发037B 2218-12 三人位,other,Piece,1.0,WH/STOCK/A035910,A035910,1.0,0.0,1.0,,,,,,,,,
71.06.AMF037B-17,MF 沙发037B 2218-12 三人位,other,Piece,1.0,WH/STOCK/A090420,A090420,1.0,0.0,1.0,,,,,,,,,
71.06.AMF060-14,MF 沙发060 2107-14 两人位,other,Piece,1.0,WH/STOCK/A084340,A084340,2.0,0.0,2.0,,,,,,,,,
71.06.AMF060-15,MF 沙发060 2107-14 三人位,other,Piece,1.0,WH/STOCK/A023430,A023430,1.0,0.0,1.0,,,,,,,,,
71.06.AMF060-15,MF 沙发060 2107-14 三人位,other,Piece,1.0,WH/STOCK/A072650,A072650,2.0,0.0,2.0,,,,,,,,,
71.06.AMF060-27,MF 沙发060 2107-13 单人位,other,Piece,1.0,WH/STOCK/C242020,C242020,1.0,0.0,1.0,,,,,,,,,
71.06.AMF060-27,MF 沙发060 2107-13 单人位,other,Piece,1.0,WH/STOCK/E082330,E082330,2.0,0.0,2.0,,,,,,,,,
71.06.AMF060-27,MF 沙发060 2107-13 单人位,other,Piece,1.0,WH/PICK/C041310,C041310,2.0,0.0,2.0,,,,,,,,,
71.06.AMF060-28,MF 沙发060 2107-13 两人位,other,Piece,1.0,WH/STOCK/A081030,A081030,1.0,0.0,1.0,,,,,,,,,
71.06.AMF060-28,MF 沙发060 2107-13 两人位,other,Piece,1.0,WH/STOCK/A025020,A025020,1.0,0.0,1.0,,,,,,,,,
71.06.AMF060-28,MF 沙发060 2107-13 两人位,other,Piece,1.0,WH/STOCK/A045600,A045600,2.0,0.0,2.0,,,,,,,,,
71.06.AMF060-19,MF 沙发060 2107-13 3人位,I,Piece,1.0,WH/STOCK/A026230,A026230,1.0,0.0,1.0,,,,,,,,,
71.06.AMF060-19,MF 沙发060 2107-13 3人位,I,Piece,1.0,WH/STOCK/A061600,A061600,2.0,0.0,2.0,,,,,,,,,
71.06.AMF060-19,MF 沙发060 2107-13 3人位,I,Piece,1.0,WH/STOCK/A071500,A071500,2.0,0.0,2.0,,,,,,,,,
71.06.AMF056-5-1/2,MF 沙发056 YJ18-19-4 DIR.,other,Piece,1.0,WH/STOCK/E030430,E030430,1.0,0.0,1.0,,,,,,,,,
71.06.AMF056-5-2/2,MF 沙发056 YJ18-19-4 DIR.,other,Piece,1.0,WH/STOCK/D020430,D020430,1.0,0.0,1.0,,,,,,,,,
73.06.MMO06-2/2,Bar Table,IV,Piece,2.0,WH/STOCK/A022410,A022410,6.0,0.0,6.0,,,,,,,,,
73.01.MMO05-1/2,餐椅,IV,Piece,2.0,WH/STOCK/A022200,A022200,6.0,0.0,6.0,,,,,,,,,
40.08.0039-1/2,HSJ 直冲分体坐便器HSJ3004,IV,Piece,1.0,WH/STOCK/B145120,B145120,5.0,0.0,5.0,,,,,,,,,
71.03.AMFB004-6,MF 休闲椅004 1522-19,other,Piece,1.0,WH/PICK/E110400,E110400,0.0,0.0,0.0,,,,,,,,,
71.06.AMF055-20-1/3,沙發055 6140-10,other,件,1.0,WH/STOCK/A040400,A040400,1.0,0.0,1.0,,,,,,,,,
71.06.AMF055-20-2/3,沙發055 6140-10,other,件,1.0,WH/STOCK/A040400,A040400,1.0,0.0,1.0,,,,,,,,,
71.06.AMF055-20-3/3,沙發055 6140-10,other,件,1.0,WH/STOCK/A106500,A106500,1.0,0.0,1.0,,,,,,,,,
71.06.AMF055-20-1/3,沙發055 6140-10,other,件,1.0,WH/STOCK/A064450,A064450,1.0,0.0,1.0,,,,,,,,,
71.06.AMF055-20-2/3,沙發055 6140-10,other,件,1.0,WH/STOCK/A064450,A064450,1.0,0.0,1.0,,,,,,,,,
71.06.AMF096-1/3,MF 沙发096 6026-535 左位,I,Piece,1.0,WH/STOCK/A081550,A081550,1.0,0.0,1.0,,,,,,,,,
71.06.AMF096-2/3,MF 沙发096 6026-535 左位,I,Piece,1.0,WH/STOCK/A081550,A081550,1.0,0.0,1.0,,,,,,,,,
71.06.AMF096-3/3,MF 沙发096 6026-535 左位,I,Piece,1.0,WH/STOCK/A081550,A081550,1.0,0.0,1.0,,,,,,,,,
71.06.AMF096-1/3,MF 沙发096 6026-535 左位,I,Piece,1.0,WH/STOCK/A092650,A092650,1.0,0.0,1.0,,,,,,,,,
71.06.AMF096-2/3,MF 沙发096 6026-535 左位,I,Piece,1.0,WH/STOCK/A092650,A092650,1.0,0.0,1.0,,,,,,,,,
71.06.AMF096-3/3,MF 沙发096 6026-535 左位,I,Piece,1.0,WH/STOCK/A092650,A092650,1.0,0.0,1.0,,,,,,,,,
71.06.AMF096-1/3,MF 沙发096 6026-535 左位,I,Piece,1.0,WH/STOCK/A085650,A085650,1.0,0.0,1.0,,,,,,,,,
71.06.AMF096-2/3,MF 沙发096 6026-535 左位,I,Piece,1.0,WH/STOCK/A085650,A085650,1.0,0.0,1.0,,,,,,,,,
71.06.AMF096-3/3,MF 沙发096 6026-535 左位,I,Piece,1.0,WH/STOCK/A085650,A085650,1.0,0.0,1.0,,,,,,,,,
71.06.AMF096-1/3,MF 沙发096 6026-535 左位,I,Piece,1.0,WH/STOCK/A084150,A084150,1.0,0.0,1.0,,,,,,,,,
71.06.AMF096-2/3,MF 沙发096 6026-535 左位,I,Piece,1.0,WH/STOCK/A084150,A084150,1.0,0.0,1.0,,,,,,,,,
71.06.AMF096-3/3,MF 沙发096 6026-535 左位,I,Piece,1.0,WH/STOCK/A084150,A084150,1.0,0.0,1.0,,,,,,,,,
71.06.AMF096-1/3,MF 沙发096 6026-535 左位,I,Piece,1.0,WH/STOCK/A083850,A083850,1.0,0.0,1.0,,,,,,,,,
71.06.AMF096-2/3,MF 沙发096 6026-535 左位,I,Piece,1.0,WH/STOCK/A083850,A083850,1.0,0.0,1.0,,,,,,,,,
71.06.AMF096-3/3,MF 沙发096 6026-535 左位,I,Piece,1.0,WH/STOCK/A083850,A083850,1.0,0.0,1.0,,,,,,,,,
71.03.AMFB004-17,MF 休闲椅B004 2107-06,other,Piece,1.0,WH/STOCK/G011300,G011300,2.0,0.0,2.0,,,,,,,,,
71.03.AMFB004-17,MF 休闲椅B004 2107-06,other,Piece,1.0,WH/STOCK/G010900,G010900,1.0,0.0,1.0,,,,,,,,,
71.03.AMFB004-17,MF 休闲椅B004 2107-06,other,Piece,1.0,WH/STOCK/G021110,G021110,3.0,0.0,3.0,,,,,,,,,
71.03.AMFB004-17,MF 休闲椅B004 2107-06,other,Piece,1.0,WH/STOCK/G011700,G011700,1.0,0.0,1.0,,,,,,,,,
71.03.AMFB004-17,MF 休闲椅B004 2107-06,other,Piece,1.0,WH/STOCK/G041000,G041000,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-1/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/STOCK/A084450,A084450,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-2/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/STOCK/A084450,A084450,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-3/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/STOCK/A084450,A084450,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-4/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/STOCK/A084450,A084450,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-1/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/STOCK/A084250,A084250,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-2/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/STOCK/A084250,A084250,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-3/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/STOCK/A084250,A084250,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-4/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/STOCK/A084250,A084250,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-1/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/STOCK/A083350,A083350,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-2/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/STOCK/A083350,A083350,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-3/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/STOCK/A083350,A083350,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-4/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/STOCK/A083350,A083350,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-1/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/STOCK/A083650,A083650,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-2/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/STOCK/A083650,A083650,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-3/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/STOCK/A083650,A083650,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-4/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/STOCK/A083650,A083650,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-1/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/STOCK/A083950,A083950,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-2/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/STOCK/A083950,A083950,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-3/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/STOCK/A083950,A083950,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-4/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/STOCK/A083950,A083950,1.0,0.0,1.0,,,,,,,,,
71.06.AMF038-24-3/3,MF 沙发038 2107-01 ESQ.BRANCO,I,Piece,1.0,WH/STOCK/A076810,A076810,2.0,0.0,2.0,,,,,,,,,
71.06.AMF038-24-1/3,MF 沙发038 2107-01 ESQ.BRANCO,I,Piece,1.0,WH/STOCK/A065340,A065340,1.0,0.0,1.0,,,,,,,,,
71.06.AMF038-24-2/3,MF 沙发038 2107-01 ESQ.BRANCO,I,Piece,1.0,WH/STOCK/A065340,A065340,1.0,0.0,1.0,,,,,,,,,
71.06.AMF038-24-1/3,MF 沙发038 2107-01 ESQ.BRANCO,I,Piece,1.0,WH/STOCK/A076240,A076240,1.0,0.0,1.0,,,,,,,,,
71.06.AMF038-24-2/3,MF 沙发038 2107-01 ESQ.BRANCO,I,Piece,1.0,WH/STOCK/A076240,A076240,1.0,0.0,1.0,,,,,,,,,
71.06.AMF056-43-1/2,MF 沙发056  6168-03 左位,other,件,1.0,WH/STOCK/A092130,A092130,1.0,0.0,1.0,,,,,,,,,
71.06.AMF056-43-2/2,MF 沙发056  6168-03 左位,other,件,1.0,WH/STOCK/A092130,A092130,1.0,0.0,1.0,,,,,,,,,
71.06.AMF056-43-1/2,MF 沙发056  6168-03 左位,other,件,1.0,WH/STOCK/A092720,A092720,1.0,0.0,1.0,,,,,,,,,
71.06.AMF056-43-2/2,MF 沙发056  6168-03 左位,other,件,1.0,WH/STOCK/A092720,A092720,1.0,0.0,1.0,,,,,,,,,
71.06.AMF060-11,MF 沙发060 2107-01 单人位,other,Piece,1.0,WH/STOCK/G021510,G021510,3.0,0.0,3.0,,,,,,,,,
71.06.AMF060-10,MF 沙发060 2107-01 两人位,other,Piece,1.0,WH/STOCK/G020600,G020600,1.0,0.0,1.0,,,,,,,,,
